id,category,reviewTag*,title,desc,linkToRepository,linkToOpenedIssue,fixed (y/n/m),fixingCommit,cd-linter-bug,comment-labels,fix-labels,"notes (e.g., how they fix it,)",reaction,lastChecked,state,isAssigned,numUpvotes,numDownvotes,numComments,label*,monitoringTag*,monitoringComment,contributors,contributorsSinceIssue,commitsSinceIssue,fixingCommit-message,resolution-time
elixire__elixire__Versioning__gitlabyaml__virtualenv__missing,Versioning,missing,GitLab config: '.gitlab-ci.yml' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/elixire/elixire,https://gitlab.com/elixire/elixire/issues/118,n,,pip-install,prefer-last-version,,,negative,200205-181224,closed,FALSE,0,1,2,NULL,reaction:negative,NULL,14,1,6,,
offa__docker-images-ci__Job-Retry__stm32-eth_clang-5,Job-Retry,always,GitLab config: Job 'stm32-eth_clang-5' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/offa/docker-images-ci,https://gitlab.com/offa/docker-images-ci/issues/14,y,97b0ec17ef6e785c7bc0e10a3863e4407ae860bb,,"use-in-paper, new-linters-suggestions",,also suggestions for new linters,positive,200205-181228,closed,TRUE,1,0,1,enhancement,decision:fix,NULL,1,1,4,"Retry removed (#14).
",99809799
vindarel__abelujo__Job-Allow-Failure__py-qa,Job-Allow-Failure,NULL,GitLab config: Failures in job 'py-qa' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/vindarel/abelujo,https://gitlab.com/vindarel/abelujo/issues/157,n,,"optional-job, code-quality",,,"He does not care about code quality, that's why he introduced it (https://gitlab.com/vindarel/abelujo/commit/cb2004f6745a8b3c29e953bb445900429f896988)",,200205-181229,closed,FALSE,0,1,0,NULL,reaction:negative,NULL,3,2,195,,
gnutls__libtasn1__Job-Retry__x86,Job-Retry,always,GitLab config: Job 'x86' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/gnutls/libtasn1,https://gitlab.com/gnutls/libtasn1/issues/23,y,8314e160629c49161ed88217a376e0812e854bb7,,"flaky-env, no-trust",,"Also here, they seem to not like the suggrestion but they then fix the issue in a subsequent issue. They introduced it because we have no control on the infrastructure and at some point several docker or image download problems were causing the CI to fail.",not-now,200205-181250,closed,FALSE,1,0,4,NULL,decision:accept,NULL,22,5,33,".gitlab-ci.yml: save artifacts on failure

Signed-off-by: Nikos Mavrogiannopoulos <nmav@gnutls.org>
",12430914071
valtron__msn-server__Versioning__requirementstxt__lxml__missing,Versioning,missing,GitLab config: 'requirements.txt' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/valtron/msn-server,https://gitlab.com/valtron/msn-server/issues/92,n,,,"prefer-last-version, agreement, no-time",,they agree but it is not an issue now,not-now,200205-181253,closed,FALSE,0,1,4,NULL,reason:benefitoffutureupdates,NULL,5,1,63,,
fdroid__fdroidclient__Job-Retry__connected-22-default-armeabi-v7a,Job-Retry,always,GitLab config: Job 'connected 22 default armeabi-v7a' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/fdroid/fdroidclient,https://gitlab.com/fdroid/fdroidclient/issues/1842,n,,,flaky-env,,,negative,200205-181256,closed,FALSE,0,1,2,NULL,reaction:negative,NULL,120,11,148,,
wpdesk__wp-dataset__Job-Retry__deploy-to-shop,Job-Retry,always,GitLab config: Job 'deploy to shop' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/wpdesk/wp-dataset,https://gitlab.com/wpdesk/wp-dataset/issues/1,,,,,,,,200205-181151,opened,FALSE,0,0,0,NULL,NULL,NULL,3,0,0,,
atomap__atomap__Job-Allow-Failure__style_checks_flake8_docstrings,Job-Allow-Failure,NULL,GitLab config: Failures in job 'style_checks_flake8_docstrings' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/atomap/atomap,https://gitlab.com/atomap/atomap/issues/88,y,704c19e85eb985ac2514be89af16b19d66c78854,,,,"they removed the whole job, it's about code quality",,200205-181300,closed,FALSE,1,0,0,NULL,decision:fix,NULL,9,5,111,"gitlab-ci: remove docstring style checks

It wasn't currently being used, and caused some confusion in the
CI process.
",1939017040
NTPsec__ntpsec__Job-Retry__ubuntu-rolling-refclocks,Job-Retry,always,GitLab config: Job 'ubuntu-rolling-refclocks' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/NTPsec/ntpsec,https://gitlab.com/NTPsec/ntpsec/issues/609,y,bbdbf796556570228e2dda8d6c96bf7191c02016,,use-in-paper,,,positive,200205-181305,closed,FALSE,0,0,5,NULL,decision:fix,NULL,33,15,246,"Don't retry on script failure

Most errors aren't quickly transient (eg, our most common transient, external
failure is an upstream repo having a problem and these usually aren't fixed
within the retry period), so retrying is wasting time.

See also NTPsec/ntpsec#609
",280389926
DDP2-CSUI__assignment__Manual-Job__funtest-a1,Manual-Job,NULL,GitLab config: Job 'funtest:a1' is manually triggered,DROPPED FOR NOW,https://gitlab.com/DDP2-CSUI/assignment,https://gitlab.com/DDP2-CSUI/assignment/issues/4,,,,,,,,200205-181158,opened,FALSE,0,0,0,NULL,NULL,NULL,3,0,0,,
DMore__chrome-mink-driver__Job-Retry__Headed-chrome-unstable,Job-Retry,always,GitLab config: Job 'Headed chrome unstable' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/DMore/chrome-mink-driver,https://gitlab.com/DMore/chrome-mink-driver/issues/79,n,,,,,"They wanted to have it (https://gitlab.com/DMore/chrome-mink-driver/commit/a092ca20470f3cbda4acaf779f3b605bc7f0a2a2), probably due to flaky env",,200205-181314,closed,FALSE,0,1,0,NULL,reaction:negative,NULL,29,2,3,,
materials-modeling__dynasor__Job-Allow-Failure__run_tests,Job-Allow-Failure,NULL,GitLab config: Failures in job 'run_tests' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/materials-modeling/dynasor,https://gitlab.com/materials-modeling/dynasor/issues/27,n,,,"no-time, agreement",,"positive reaction, they agree but they do not have time to fix it and not actual tests to run",positive,200205-181317,closed,FALSE,0,1,2,NULL,NULL,NULL,6,2,4,,
abrahamwill__Assignment-DDP2__Manual-Job__funtest-a1,Manual-Job,NULL,GitLab config: Job 'funtest:a1' is manually triggered,DROPPED FOR NOW,https://gitlab.com/abrahamwill/Assignment-DDP2,https://gitlab.com/abrahamwill/Assignment-DDP2/issues/1,,,,,,,,200205-181205,opened,FALSE,0,0,0,NULL,NULL,NULL,5,0,0,,
ernesto-jimenez-ruiz__OptiqueVQS__Versioning__eu-optique-OptiqueVQS-1-0-0-SNAPSHOT__org-glassfish-jersey-containers-jersey-container-servlet-core__missing,Versioning,missing,GitLab config: 'pom.xml' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/ernesto.jimenez.ruiz/OptiqueVQS,https://gitlab.com/ernesto.jimenez.ruiz/OptiqueVQS/issues/4,,,,,,,,200205-181206,opened,FALSE,0,0,0,NULL,NULL,NULL,4,0,0,,
ase__ase__Versioning__requirementstxt__numpy__missing,Versioning,missing,GitLab config: 'requirements.txt' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/ase/ase,https://gitlab.com/ase/ase/issues/422,n,,,let-it-run,,"we want always to try with the newest version...if it fails, this means that we should make our tool compatible with the newest versions",positive,200205-181322,closed,FALSE,0,0,8,NULL,use-in-paper,NULL,87,80,1773,,
guardianproject__checkey__Job-Retry__connected-22-default-armeabi-v7a,Job-Retry,always,GitLab config: Job 'connected 22 default armeabi-v7a' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/guardianproject/checkey,https://gitlab.com/guardianproject/checkey/issues/4,,,,,,,,200205-181208,opened,FALSE,0,0,0,NULL,NULL,NULL,5,0,0,,
expliot_framework__expliot__Job-Allow-Failure__pylint,Job-Allow-Failure,NULL,GitLab config: Failures in job 'pylint' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/expliot_framework/expliot,https://gitlab.com/expliot_framework/expliot/issues/21,y,aeb41950fcb78118294f928e460c893e42c3badf,,let-it-run,,,negative,200205-181330,closed,FALSE,0,1,1,NULL,decision:reject,NULL,6,6,104,"Disable bare-except
",1515197282
Molcas__OpenMolcas__Vulnerability__https---gitlab-com-Molcas-Mirrors-Tinker-raw-master---TINKERVERSION--tar-gz-private_token-Y5PsqzY_Ev8U6JQDGyuL,Vulnerability,NULL,GitLab config: Hard-coded credentials in '.gitlab-ci.yml',DROPPED FOR NOW,https://gitlab.com/Molcas/OpenMolcas,https://gitlab.com/Molcas/OpenMolcas/issues/160,,,,,,,,200205-181210,closed,FALSE,0,0,0,NULL,decision:fix,NULL,37,15,451,,
codingrights__radarlegislativo__Versioning__requirementstxt__beautifulsoup4__missing,Versioning,missing,GitLab config: 'requirements.txt' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/codingrights/radarlegislativo,https://gitlab.com/codingrights/radarlegislativo/issues/91,,,,,,,,200205-181214,opened,FALSE,0,0,0,NULL,NULL,NULL,15,0,0,,
sirimangalo__meditation-plus__Job-Allow-Failure__dependency_scanning,Job-Allow-Failure,NULL,GitLab config: Failures in job 'dependency_scanning' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/sirimangalo/meditation-plus,https://gitlab.com/sirimangalo/meditation-plus/issues/136,y,d75aed6384fa90a022073d664bfe25efeb1c475b,,"let-it-run, gitlab-template",job-removed,,negative,200205-181331,closed,FALSE,0,1,2,NULL,decision:reject,NULL,11,7,37,"fix: sast integration
",6850062902
lappis-unb__projects__SMI__smi-slave__Job-Allow-Failure__code_quality,Job-Allow-Failure,NULL,GitLab config: Failures in job 'code_quality' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/lappis-unb/projects/SMI/smi-slave,https://gitlab.com/lappis-unb/projects/SMI/smi-slave/issues/48,,,,,,,,200205-181217,deleted,FALSE,0,0,0,NULL,NULL,NULL,-1,-1,-1,,
denkmal__denkmal-website__Job-Retry__deploy-production,Job-Retry,always,GitLab config: Job 'deploy-production' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/denkmal/denkmal-website,https://gitlab.com/denkmal/denkmal-website/issues/183,n,,,flaky-env,,,negative,200205-181333,closed,TRUE,0,1,2,NULL,reason:flakiness,NULL,4,3,17,,
jerrya__nextferry__Job-Retry__pages,Job-Retry,always,GitLab config: Job 'pages' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/jerrya/nextferry,https://gitlab.com/jerrya/nextferry/issues/1,,,,,,,,200205-181220,opened,FALSE,0,0,0,NULL,NULL,NULL,1,0,0,,
PPL2018csui__Kelas-A__Kel-1__Vulnerability__--api-key-0fef0dbf-10b4-431c-8111-68f6fa026bef,Vulnerability,NULL,GitLab config: Hard-coded credentials in '.gitlab-ci.yml',DROPPED FOR NOW,https://gitlab.com/PPL2018csui/Kelas-A/Kel-1,https://gitlab.com/PPL2018csui/Kelas-A/Kel-1/issues/53,,,,,,,,200205-181220,deleted,FALSE,0,0,0,NULL,NULL,NULL,-1,-1,-1,,
jkrooswyk__the-monolith__Job-Allow-Failure__stop_review,Job-Allow-Failure,NULL,GitLab config: Failures in job 'stop_review' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/jkrooswyk/the-monolith,https://gitlab.com/jkrooswyk/the-monolith/issues/37,,,,,,,,200205-181221,opened,FALSE,0,1,1,NULL,NULL,NULL,7,0,0,,
smart-city-platform__resource-adaptor__Vulnerability__-POSTGRES_PASSWORD,Vulnerability,NULL,GitLab config: Hard-coded credentials in '.gitlab-ci.yml',DROPPED FOR NOW,https://gitlab.com/smart-city-platform/resource-adaptor,https://gitlab.com/smart-city-platform/resource-adaptor/issues/4,,,,,,,,200205-181222,opened,FALSE,0,0,0,NULL,NULL,NULL,7,0,0,,
linux-wiiu__debian-wiiu-repo__Manual-Job__make-pkgs,Manual-Job,NULL,GitLab config: Job 'make-pkgs' is manually triggered,DROPPED FOR NOW,https://gitlab.com/linux-wiiu/debian-wiiu-repo,https://gitlab.com/linux-wiiu/debian-wiiu-repo/issues/1,,,,,,,,200205-181223,closed,FALSE,0,1,1,NULL,NULL,NULL,2,0,0,,
remram44__taguette__Versioning__gitlabyaml__psycopg2__missing,Versioning,missing,GitLab config: '.gitlab-ci.yml' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/remram44/taguette,https://gitlab.com/remram44/taguette/issues/137,n,,pip-install,,,,,200205-181335,closed,FALSE,0,1,0,R-invalid,decision:reject,NULL,9,3,69,,
dennismaxjung__vscode-dotnet-auto-attach__Job-Allow-Failure__code_quality,Job-Allow-Failure,NULL,GitLab config: Failures in job 'code_quality' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/dennismaxjung/vscode-dotnet-auto-attach,https://gitlab.com/dennismaxjung/vscode-dotnet-auto-attach/issues/23,,,,,,,,200205-181226,opened,TRUE,1,0,0,NULL,NULL,NULL,3,0,0,,
sbarthelemy__conan-public-recipes__Manual-Job__package-toolchain-ubuntu-16-04,Manual-Job,NULL,GitLab config: Job 'package-toolchain:ubuntu-16.04' is manually triggered,DROPPED FOR NOW,https://gitlab.com/sbarthelemy/conan-public-recipes,https://gitlab.com/sbarthelemy/conan-public-recipes/issues/1,n,,,no-trust,,,negative,200205-181341,closed,FALSE,0,0,2,NULL,NULL,NULL,8,2,7,,
stavros__Spamnesty__Versioning__gitlabyaml__pipenv__missing,Versioning,missing,GitLab config: '.gitlab-ci.yml' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/stavros/Spamnesty,https://gitlab.com/stavros/Spamnesty/issues/139,y,abdf18eaa266866818130c08991dc1720266c311,,tool-upgrade,undirect-fix,The problem was removed although no direct connection to our reporting,negative,200205-181342,closed,FALSE,0,1,3,NULL,decision:reject,NULL,4,1,1,"Migrate from Pipfile to Poetry
",2786181858
recalbox__recalbox__Manual-Job__build-odroidxu4-for-test,Manual-Job,NULL,GitLab config: Job 'build odroidxu4 for test' is manually triggered,DROPPED FOR NOW,https://gitlab.com/recalbox/recalbox,https://gitlab.com/recalbox/recalbox/issues/928,n,,,,,,,200205-181350,closed,FALSE,0,0,0,NULL,reaction:negative,NULL,108,11,152,,
javi31170__cicd-pipeline-train-schedule-dockerdeploy__Vulnerability__--docker-password-passwd,Vulnerability,NULL,GitLab config: Hard-coded credentials in '.gitlab-ci.yml',DROPPED FOR NOW,https://gitlab.com/javi31170/cicd-pipeline-train-schedule-dockerdeploy,https://gitlab.com/javi31170/cicd-pipeline-train-schedule-dockerdeploy/issues/1,,,,,,,,200205-181232,opened,FALSE,0,0,0,NULL,NULL,NULL,2,0,0,,
dalibo__postgresql_anonymizer__Vulnerability__-POSTGRES_PASSWORD,Vulnerability,NULL,GitLab config: Hard-coded credentials in '.gitlab-ci.yml',DROPPED FOR NOW,https://gitlab.com/dalibo/postgresql_anonymizer,https://gitlab.com/dalibo/postgresql_anonymizer/issues/76,,,,,,,,200205-181232,closed,TRUE,0,1,1,NULL,decision:pending,NULL,8,5,161,,
allianceauth__allianceauth__Versioning__gitlabyaml__virtualenv__missing,Versioning,missing,GitLab config: '.gitlab-ci.yml' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/allianceauth/allianceauth,https://gitlab.com/allianceauth/allianceauth/issues/1160,y,1d6ecffb3b1519b6bcdc50100de9f2ce50ffa70c,,,undirect-fix,The problem was removed although no direct connection to our reporting,invalid,200205-181358,closed,FALSE,0,1,1,NULL,decision:reject,NULL,48,7,49,"Re-enable automatic testing against all Python versions
",12733180848
remcohaszing__eslint-formatter-gitlab__Job-Allow-Failure__dependency-scanning,Job-Allow-Failure,NULL,GitLab config: Failures in job 'dependency scanning' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/remcohaszing/eslint-formatter-gitlab,https://gitlab.com/remcohaszing/eslint-formatter-gitlab/issues/4,n,,,"let-it-run, dependency-scanning",,"""If dependency scanning would block a merge request, that means a newly reported dependency vulnerability would block all merge requests until the vulnerability has been resolved and merged back into every merge request.""",negative,200205-181400,closed,FALSE,0,1,2,NULL,decision:reject,NULL,2,1,2,,
zoomonit__greenpepper__Manual-Job__create_builder,Manual-Job,NULL,GitLab config: Job 'create_builder' is manually triggered,DROPPED FOR NOW,https://gitlab.com/zoomonit/greenpepper,https://gitlab.com/zoomonit/greenpepper/issues/142,,,,,,,,200205-181240,opened,FALSE,0,0,0,NULL,NULL,NULL,7,0,0,,
archbuild__packages__firefox-nightly__Job-Retry__package,Job-Retry,always,GitLab config: Job 'package' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/archbuild/packages/firefox-nightly,https://gitlab.com/archbuild/packages/firefox-nightly/issues/1,,,,,,,,200205-181241,deleted,FALSE,0,0,0,NULL,NULL,NULL,-1,-1,-1,,
PPL2017csui__PPLD3__Vulnerability__--api-key-0ed5e2a2-11f9-43d3-98ad-425ee0680012,Vulnerability,NULL,GitLab config: Hard-coded credentials in '.gitlab-ci.yml',DROPPED FOR NOW,https://gitlab.com/PPL2017csui/PPLD3,https://gitlab.com/PPL2017csui/PPLD3/issues/84,,,,,,,,200205-181242,opened,FALSE,0,0,0,NULL,NULL,NULL,7,0,0,,
rpdev__opentodolist__Manual-Job__macos,Manual-Job,NULL,GitLab config: Job 'macos' is manually triggered,DROPPED FOR NOW,https://gitlab.com/rpdev/opentodolist,https://gitlab.com/rpdev/opentodolist/issues/250,y,5767e8a77bb85ab79920fdd179815e50210c4e6d,,"use-in-paper, no-enough-hardware",,,not-now,200205-181411,closed,FALSE,0,0,3,NULL,use-in-paper,"Manual step is required, because macOS builds require special hardware, I assume the dev is using an external runner that is only available when his machine is on (and he only does that for releases).",6,3,131,"Always build for macOS now

As we now have a permanent macOS machine available (thanks to MacStadium
🧡) we now can run the macOS build for every change we upload.
",4785730492
neonox31__podcast-server__Job-Retry__test-19,Job-Retry,always,GitLab config: Job 'test 19' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/neonox31/podcast-server,https://gitlab.com/neonox31/podcast-server/issues/1,,,,,,,,200205-181244,deleted,FALSE,0,0,0,NULL,NULL,NULL,-1,-1,-1,,
universe6__selfstudythai__Manual-Job__pages,Manual-Job,NULL,GitLab config: Job 'pages' is manually triggered,DROPPED FOR NOW,https://gitlab.com/universe6/selfstudythai,https://gitlab.com/universe6/selfstudythai/issues/46,,,,,,,,200205-181244,deleted,FALSE,0,0,0,NULL,NULL,NULL,-1,-1,-1,,
pgjones__quart-cors__Versioning__gitlabyaml__tox__missing,Versioning,missing,GitLab config: '.gitlab-ci.yml' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/pgjones/quart-cors,https://gitlab.com/pgjones/quart-cors/issues/7,,,,,,,,200205-181245,closed,FALSE,0,1,2,NULL,decision:reject,NULL,2,0,0,,
european-data-portal__licensing-assistant__Vulnerability__-token-0972c72ae5bc6a033ba8d7a316803c,Vulnerability,NULL,GitLab config: Hard-coded credentials in '.gitlab-ci.yml',DROPPED FOR NOW,https://gitlab.com/european-data-portal/licensing-assistant,https://gitlab.com/european-data-portal/licensing-assistant/issues/1,,,,,,,,200205-181246,opened,FALSE,0,0,0,NULL,NULL,NULL,4,0,0,,
formschema__native__Job-Allow-Failure__security-scan,Job-Allow-Failure,NULL,GitLab config: Failures in job 'security scan' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/formschema/native,https://gitlab.com/formschema/native/issues/162,,,,,,,,200205-181247,opened,TRUE,1,0,0,NULL,reaction:positive,NULL,3,0,0,,
AyaCross__komodev-air-do__Vulnerability__--api-key-24911925-128a-4ff9-9f30-dbf280b10199,Vulnerability,NULL,GitLab config: Hard-coded credentials in '.gitlab-ci.yml',DROPPED FOR NOW,https://gitlab.com/AyaCross/komodev-air-do,https://gitlab.com/AyaCross/komodev-air-do/issues/1,,,,,,,,200205-181248,opened,FALSE,0,0,0,NULL,NULL,NULL,3,0,0,,
jlack__rdl__Job-Retry__build_and_test,Job-Retry,always,GitLab config: Job 'build_and_test' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/jlack/rdl,https://gitlab.com/jlack/rdl/issues/122,,,,,,,,200205-181249,closed,FALSE,1,0,0,NULL,decision:reject,NULL,2,0,0,,
randy408__libspng__Manual-Job__coverity,Manual-Job,NULL,GitLab config: Job 'coverity' is manually triggered,DROPPED FOR NOW,https://gitlab.com/randy408/libspng,https://gitlab.com/randy408/libspng/issues/45,y,8ee2df13e1320f8d6ab41e843ad165ef2faa911d,,use-in-paper,,,positive,200205-181413,closed,FALSE,1,0,2,NULL,decision:fix,NULL,4,3,74,"ci: make the coverity stage automatic
",169779979
picos-api__picos__Versioning__gitlabyaml__swiglpk__missing,Versioning,missing,GitLab config: '.gitlab-ci.yml' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/picos-api/picos,https://gitlab.com/picos-api/picos/issues/139,n,,pip-install,,,,,200205-181419,closed,FALSE,0,0,0,NULL,reaction:negative,NULL,21,1,4,,
francois-travais__1tipi2bicycles__Job-Retry__deploy-production,Job-Retry,always,GitLab config: Job 'deploy-production' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/francois.travais/1tipi2bicycles,https://gitlab.com/francois.travais/1tipi2bicycles/issues/80,,,,,,,,200205-181254,opened,FALSE,0,0,0,NULL,NULL,NULL,2,0,0,,
vaghtgir__telegram-cli-binary__Manual-Job__build,Manual-Job,NULL,GitLab config: Job 'build' is manually triggered,DROPPED FOR NOW,https://gitlab.com/vaghtgir/telegram-cli-binary,https://gitlab.com/vaghtgir/telegram-cli-binary/issues/1,,,,,,,,200205-181255,opened,FALSE,0,0,0,NULL,NULL,NULL,1,0,0,,
passit__passit-backend__Versioning__requirementstxt__freezegun__missing,Versioning,missing,GitLab config: 'requirements.txt' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/passit/passit-backend,https://gitlab.com/passit/passit-backend/issues/32,n,,,tool-upgrade,,,negative,200205-181421,closed,FALSE,0,0,2,NULL,reason:benefitoffutureupdates,NULL,11,1,9,,
mayan-edms__mayan-edms__Versioning__gitlabyaml__psycopg2__missing,Versioning,missing,GitLab config: '.gitlab-ci.yml' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/mayan-edms/mayan-edms,https://gitlab.com/mayan-edms/mayan-edms/issues/659,y,1252263f932fb4f1c9f6118a65754a0a8718c34d,,,,,positive,200205-181422,closed,TRUE,0,0,1,Accepted,decision:accept,NULL,28,11,726,"Add top level config.env file

Update the following elements to use the top level config
environment file:
- CI
- Makefile
- Docker makefile
- Documenation

Signed-off-by: Roberto Rosario <roberto.rosario@mayan-edms.com>
",6429672846
wallzero__jsplumb-react__Job-Retry__publish,Job-Retry,always,GitLab config: Job 'publish' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/wallzero/jsplumb-react,https://gitlab.com/wallzero/jsplumb-react/issues/3,,,,,,,,200205-181302,opened,FALSE,0,0,0,NULL,NULL,NULL,1,0,0,,
tensors__TuckerMPI__Vulnerability__CODECOV_TOKEN--e1c7849f-e69a-4c85-88e0-27926cd800bc-,Vulnerability,NULL,GitLab config: Hard-coded credentials in '.gitlab-ci.yml',DROPPED FOR NOW,https://gitlab.com/tensors/TuckerMPI,https://gitlab.com/tensors/TuckerMPI/issues/31,,,,,,,,200205-181303,opened,FALSE,0,0,0,NULL,NULL,NULL,4,0,0,,
wrobell__remt__Versioning__requirementstxt__asyncio-contextmanager__missing,Versioning,missing,GitLab config: 'requirements.txt' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/wrobell/remt,https://gitlab.com/wrobell/remt/issues/6,,,,,,,,200205-181304,closed,FALSE,0,0,6,NULL,reaction:negative,NULL,1,0,0,,
smallstack__infrastructure__gitlab-runner-cli__Manual-Job__execute,Manual-Job,NULL,GitLab config: Job 'execute' is manually triggered,DROPPED FOR NOW,https://gitlab.com/smallstack/infrastructure/gitlab-runner-cli,https://gitlab.com/smallstack/infrastructure/gitlab-runner-cli/issues/1,,,,,,,,200205-181305,deleted,FALSE,0,0,0,NULL,NULL,NULL,-1,-1,-1,,
tglman__persy__Job-Allow-Failure__coverage_report,Job-Allow-Failure,NULL,GitLab config: Failures in job 'coverage_report' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/tglman/persy,https://gitlab.com/tglman/persy/issues/17,y,b1630941aa7eedc8b73a01f44d77e114e726d199,,flaky-tool,,"It was introduced here (https://gitlab.com/tglman/persy/commit/b9b656bffae9d0512f5d2d6af7750e2da0e527c4), then removed because of our issue reporting, then dded to another job ""upload_report"" (https://gitlab.com/tglman/persy/commit/43ddc10667df96cfe6efc3c1beeb3c3d251fe6d2)",positive,200205-181427,closed,FALSE,0,0,3,NULL,decision:fix,NULL,7,7,177,"removed allow failure from coverage ci steps
",790864771
gableroux__unity3d__Job-Retry__build-master-unity_2019_1_14f1,Job-Retry,always,GitLab config: Job 'build-master unity_2019_1_14f1' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/gableroux/unity3d,https://gitlab.com/gableroux/unity3d/issues/43,n,,,"flaky-tool, flaky-env, no-trust",,gitlab-ci does fail due to manipulating very large images. He also agreed on the fuzzy version thing,not-now,200205-181431,closed,FALSE,0,0,4,NULL,use-in-paper,"Built his own linter, asked to stay in touch (https://github.com/GabLeRoux/docker-gitlab-ci-lint)",20,9,177,,
IonicZoo__pigeon-restful-provider__Job-Retry__build,Job-Retry,always,GitLab config: Job 'build' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/IonicZoo/pigeon-restful-provider,https://gitlab.com/IonicZoo/pigeon-restful-provider/issues/1,,,,,,,,200205-181312,opened,FALSE,0,0,0,NULL,NULL,NULL,1,0,0,,
bagage__cadastre-conflation__Job-Retry__build_front,Job-Retry,always,GitLab config: Job 'build_front' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/bagage/cadastre-conflation,https://gitlab.com/bagage/cadastre-conflation/issues/53,,,,,,,,200205-181312,deleted,FALSE,1,0,1,NULL,decision:fix,NULL,-1,-1,-1,,
demsking__image-downloader__Job-Allow-Failure__security-scan,Job-Allow-Failure,NULL,GitLab config: Failures in job 'security scan' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/demsking/image-downloader,https://gitlab.com/demsking/image-downloader/issues/23,,,,,,,,200205-181313,opened,TRUE,0,0,0,NULL,decision:pending,NULL,8,0,0,,
sgrignard__serpyco__Versioning__requirementstxt__black__missing,Versioning,missing,GitLab config: 'requirements.txt' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/sgrignard/serpyco,https://gitlab.com/sgrignard/serpyco/issues/31,y,292059582554ba09e668124c6b3340c364be111e,,,,,,200205-181432,closed,FALSE,1,0,0,NULL,NULL,NULL,2,1,11,"chore: 0.18.0 version
",4783396294
terrasubmersa__terra-submersa-portal__Job-Retry__frontend_test_unit,Job-Retry,always,GitLab config: Job 'frontend_test_unit' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/terrasubmersa/terra-submersa-portal,https://gitlab.com/terrasubmersa/terra-submersa-portal/issues/26,,,,,,,,200205-181315,opened,FALSE,0,0,0,NULL,NULL,NULL,3,0,0,,
pipeline-patterns__django-cloudfoundry__Manual-Job__trigger_without_sample,Manual-Job,NULL,GitLab config: Job 'trigger_without_sample' is manually triggered,DROPPED FOR NOW,https://gitlab.com/pipeline-patterns/django-cloudfoundry,https://gitlab.com/pipeline-patterns/django-cloudfoundry/issues/1,,,,,,,,200205-181316,opened,FALSE,0,0,0,NULL,NULL,NULL,1,0,0,,
Radiophonix__Radiophonix__Job-Allow-Failure__pages,Job-Allow-Failure,NULL,GitLab config: Failures in job 'pages' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/Radiophonix/Radiophonix,https://gitlab.com/Radiophonix/Radiophonix/issues/228,,,,,,,,200205-181317,deleted,FALSE,0,0,0,NULL,reaction:negative,NULL,-1,-1,-1,,
