ID,TYPE,SUBTYPE,RATING
Trilarion__civil__Versioning__requirementstxt__PyGame__any-upper-version,Versioning,any-upper-version,TRUE
ayan-b__plagiarism__Versioning__requirementstxt____missing,Versioning,missing,FALSE
simp__simp-core__Job-Retry__rpm_el6-puppet5,Job-Retry,,TRUE
askhl__python-ase__Versioning__requirementstxt__numpy__missing,Versioning,missing,TRUE
nutanix__curie__Job-Allow-Failure__pylint,Job-Allow-Failure,,TRUE
linagora__petals-cockpit__Job-Retry__test-frontend,Job-Retry,,TRUE
onepoint__junit-5-extensions__Job-Allow-Failure__dependency_scanning,Job-Allow-Failure,,TRUE
mrein__project-munsterroll__Versioning__munsterroll-munsterrollapp-1-0-SNAPSHOT__org-glassfish-jersey-containers-jersey-container-servlet-core__missing,Versioning,missing,TRUE
mshepherd__ludoj-recommender__Versioning__requirementstxt__turicreate__missing,Versioning,missing,TRUE
headlines-analyzer__scrapper__Versioning__requirementstxt____missing,Versioning,missing,FALSE
catalyst-it__catascope__Versioning__requirementstxt____missing,Versioning,missing,FALSE
ardilabs__sams-garden__Job-Allow-Failure__test_coverage,Job-Allow-Failure,,TRUE
bagage__cadastre-conflation__Job-Retry__build_citystats-refresher,Job-Retry,,TRUE
mdaffin__nand2tetris__Job-Allow-Failure__nightly,Job-Allow-Failure,,TRUE
finwo__ws-rc4__Job-Retry__publish-to-npmjs-com,Job-Retry,,TRUE
Pagure__pagure__Versioning__requirementstxt__python3-openid-python_version__any-upper-version,Versioning,any-upper-version,TRUE
tottokotkd__benicky__Job-Allow-Failure__rails_best_practices,Job-Allow-Failure,,TRUE
HyphanBot__HyphanBot__Versioning__requirementstxt__pyyaml__missing,Versioning,missing,TRUE
auto-breakfast__eggs__Versioning__gitlabyaml__bluepy__missing,Versioning,missing,TRUE
eLeCtrOssSnake__GMOD-Magic-Carpets__Job-Allow-Failure__code_quality,Job-Allow-Failure,,TRUE
anited__publish__Versioning__requirementstxt__Jinja2__any-upper-version,Versioning,any-upper-version,TRUE
pantomath-io__panto__Job-Retry__packages_index,Job-Retry,,TRUE
mike-koch__hitman-maps__Manual-Job__Refresh-Stage-DB,Manual-Job,,TRUE
jcreinhold__intensity-normalization__Versioning__requirementstxt__nibabel__missing,Versioning,missing,TRUE
Lucidiot__python-usda__Versioning__requirementstxt__requests__any-upper-version,Versioning,any-upper-version,TRUE
beardog__Onionr__Versioning__requirementstxt____missing,Versioning,missing,TRUE
neonox31__podcast-server__Job-Retry__test-18,Job-Retry,,TRUE
Callahan93__headless__Job-Allow-Failure__doxygen_pdf,Job-Allow-Failure,,TRUE
geoffreyp__django-cook__Versioning__requirementstxt__django-bootstrap4__missing,Versioning,missing,TRUE
bluefu__python-simple-webauth__Versioning__requirementstxt__pymysql__missing,Versioning,missing,TRUE
meltano__meltano__Versioning__gitlabyaml__---dev--__missing,Versioning,missing,FALSE
UnicornPowered__AWS-Client-Bootstrap__Versioning__gitlabyaml__chalice__missing,Versioning,missing,TRUE
european-data-portal__mqa-metric-service__Versioning__de-fhg-fokus-edp-mqa-metric-service-0-1__io-vertx-vertx-sql-common__missing,Versioning,missing,TRUE
arma3-server-tools__modmanager__Versioning__requirementstxt__git-git---github-com-reclosedev-requests-cache-git-5fe2bc23ba29c2aeeb55be15458f6443264db3a2-egg-requests-cache__missing,Versioning,missing,FALSE
petelawler__LiBrew__Versioning__requirementstxt__queuelib__missing,Versioning,missing,TRUE
jeremiecook__snips-skill-mpc__Versioning__requirementstxt__hermes-python__any-upper-version,Versioning,any-upper-version,TRUE
datrv4__probemon__Versioning__requirementstxt__scapy__missing,Versioning,missing,TRUE
ColoradoSchoolOfMines__visplay__Job-Allow-Failure__lint_js,Job-Allow-Failure,,TRUE
biotransistor__zerogravity__Versioning__requirementstxt__docker__any-upper-version,Versioning,any-upper-version,TRUE
eic__ejpm__Versioning__requirementstxt____missing,Versioning,missing,TRUE
DMore__chrome-mink-driver__Job-Retry__Headed-chrome-unstable,Job-Retry,,TRUE
jsonsonson__wily-cli__Job-Allow-Failure__pages,Job-Allow-Failure,,TRUE
vitvickiy__news_maker__Versioning__requirementstxt__alembic__missing,Versioning,missing,TRUE
joshlambert__minimal-ruby-app__Job-Allow-Failure__license_management,Job-Allow-Failure,,TRUE
user2589__ghd__Versioning__requirementstxt__numpy__missing,Versioning,missing,TRUE
HexerBeta__MNIST_AI__Versioning__requirementstxt____missing,Versioning,missing,TRUE
coreynwops__decred-dev-docs__Job-Allow-Failure__layout_link_check,Job-Allow-Failure,,TRUE
airc-ntu__ayame__Versioning__jp-go-aist-ayame-ayame-context-console-0-1-SNAPSHOT__jp-go-aist-ayame-ayame-context-common__missing,Versioning,missing,TRUE
C0DK__refcoin__Job-Allow-Failure__type_checking,Job-Allow-Failure,,TRUE
kargo-ci__kubernetes-incubator__kargo__Versioning__requirementstxt__jinja2__any-upper-version,Versioning,any-upper-version,TRUE
gf-bl__python-geolink-formatter__Job-Allow-Failure__codequality,Job-Allow-Failure,,TRUE
kermit-js__kermit__Job-Allow-Failure__publish-coveralls,Job-Allow-Failure,,TRUE
occam-archive__occam__Versioning__requirementstxt__psycopg2__missing,Versioning,missing,TRUE
tomecki__winietki__Versioning__requirementstxt__progressbar2__missing,Versioning,missing,TRUE
mike-koch__Mods-for-HESK__Manual-Job__package,Manual-Job,,TRUE
noppo__gevent-websocket__Versioning__requirementstxt__greenlet__missing,Versioning,missing,TRUE
toby3d__telegraph__Job-Allow-Failure__lint_code,Job-Allow-Failure,,TRUE
freedesktop-sdk__freedesktop-sdk__Job-Allow-Failure__publish_powerpc64le,Job-Allow-Failure,,TRUE
ismail-s__JTime__Job-Allow-Failure__android-unittest,Job-Allow-Failure,,TRUE
crondaemon__wireshark__Job-Retry__gcc-7,Job-Retry,,TRUE
samsartor__dynpool__Job-Allow-Failure__tests-semver,Job-Allow-Failure,,TRUE
mobicoop__mobicoop__Manual-Job__pages,Manual-Job,,FALSE
BurkHufnagel__learningloop__Job-Allow-Failure__sonarqube-scan,Job-Allow-Failure,,TRUE
Manza13__Jueves__Versioning__requirementstxt__win10toast__missing,Versioning,missing,TRUE
Verner__django-assets-livereload__Versioning__requirementstxt__Django__any-upper-version,Versioning,any-upper-version,TRUE
AnDroidEL__requestcep__Versioning__requirementstxt__requests__missing,Versioning,missing,TRUE
Salamek__version__Versioning__requirementstxt__pyyaml__missing,Versioning,missing,TRUE
ajostergaard__saleor__Versioning__requirementstxt____missing,Versioning,missing,FALSE
adin__journal-list__Versioning__requirementstxt__ruamel-yaml__any-upper-version,Versioning,any-upper-version,TRUE
metaperl__surgetrader__Versioning__requirementstxt__pyrogram__any-upper-version,Versioning,any-upper-version,TRUE
larsfp__rutercli__Versioning__requirementstxt__tabulate__missing,Versioning,missing,TRUE
koyagami__libneko__Versioning__requirementstxt__requests__missing,Versioning,missing,TRUE
sedrubal__gitlabcicli__Versioning__requirementstxt__termcolor__missing,Versioning,missing,TRUE
perobertson__scripts__Manual-Job__fedora_26,Manual-Job,,TRUE
MggMuggins__aurum__Job-Allow-Failure__build-cargo-stable,Job-Allow-Failure,,TRUE
superchain__superchainpy__Versioning__requirementstxt__pyyaml__missing,Versioning,missing,TRUE
afourmy__eNMS__Versioning__requirementstxt__slackclient__only-major-number,Versioning,only-major-number,TRUE
sshoney__sshoney__Versioning__requirementstxt__csirtgsdk__any-upper-version,Versioning,any-upper-version,TRUE
notpushkin__poormansbot__Versioning__requirementstxt__gunicorn__missing,Versioning,missing,TRUE
Harmon758__Harmonbot__Versioning__requirementstxt__git-git---github-com-Harmon758-Py3kAiml-git__missing,Versioning,missing,TRUE
NTPsec__ntpsec__Job-Retry__ubuntu-rolling-refclocks,Job-Retry,,TRUE
noosfero__noosfero__Job-Retry__controllers,Job-Retry,,TRUE
decko__epracas-backend__Versioning__requirementstxt__pendulum__any-upper-version,Versioning,any-upper-version,TRUE
Philbrick__rilcontour__Versioning__requirementstxt__zlib__missing,Versioning,missing,TRUE
CodeBabel__hello-world__Versioning__requirementstxt__flask__missing,Versioning,missing,TRUE
shashankchakelam__NamoDB__Versioning__gitlabyaml__virtualenv__missing,Versioning,missing,FALSE
sagemath__sage__Job-Retry__build-from-clean,Job-Retry,,TRUE
andrebsguedes__das-caffe-images__Versioning__requirementstxt__python-dateutil__only-major-number,Versioning,only-major-number,TRUE
coala__coala-bear-management__Versioning__requirementstxt__coala_utils__any-upper-version,Versioning,any-upper-version,TRUE
puzzlement__spam-all-the-links__Versioning__requirementstxt__twitter__missing,Versioning,missing,TRUE
publicmarket__public-market-storefront__Job-Retry__rspec,Job-Retry,,TRUE
mvgames__ataque_zombie__Manual-Job__bin_linux_en,Manual-Job,,TRUE
ModernisingMedicalMicrobiology__CRuMPIT__Versioning__requirementstxt__numpy__missing,Versioning,missing,TRUE
OwlGamingCommunity__docs__Versioning__requirementstxt__Sphinx__any-upper-version,Versioning,any-upper-version,FALSE
albina-euregio__albina-server__Versioning__eu-albina-albina-0-0-1-SNAPSHOT__org-glassfish-jersey-containers-jersey-container-servlet__missing,Versioning,missing,TRUE
tezos__tezos__Job-Retry__unit-storage,Job-Retry,,TRUE
Philbrick__rilcontour__Versioning__requirementstxt__appdirs__any-upper-version,Versioning,any-upper-version,TRUE
qwasli__component-help__Versioning__ch-meemin-component-help-demo-1-2__com-vaadin-vaadin-client-compiler__missing,Versioning,missing,TRUE
Make-Munich__SaBoT__Versioning__requirementstxt__django-recaptcha__any-upper-version,Versioning,any-upper-version,TRUE
offa__docker-images-ci__Job-Retry__stm32-eth_gcc-8,Job-Retry,,TRUE
mgoral__twweb__Job-Allow-Failure__pages,Job-Allow-Failure,,TRUE
dogtagpki__pki__Versioning__org-dogtagpki-pki-10-7-SNAPSHOT__com-fasterxml-jackson-core-jackson-databind__any-upper-version,Versioning,any-upper-version,TRUE
dansiviter__cito__Versioning__io-cito-root-0-1-0-SNAPSHOT__javax-jms-javax-jms-api__missing,Versioning,missing,TRUE
o9000__google-code-to-gitlab__Versioning__requirementstxt__six__missing,Versioning,missing,TRUE
xhang__gitlab__Job-Allow-Failure__ee_compat_check,Job-Allow-Failure,,TRUE
tikiwiki__tiki__Job-Allow-Failure__composer-lock,Job-Allow-Failure,,TRUE
EltraEden__APRS__Versioning__gitlabyaml__docker__missing,Versioning,missing,TRUE
ribamar-org__ribamar__Job-Allow-Failure__code_quality,Job-Allow-Failure,,TRUE
bachtungvantung__gitlab-ce__Job-Retry__rspec-mysql-10-30,Job-Retry,,TRUE
sofreeus__aghi2gitlab__Manual-Job__qa,Manual-Job,,TRUE
bhattsameer__Pyblock__Versioning__requirementstxt__huepy__missing,Versioning,missing,TRUE
guyzmo__git-repo__Versioning__requirementstxt__python-gitlab__any-upper-version,Versioning,any-upper-version,TRUE
morimekta__idltool__Versioning__net-morimekta-idltool-idltool-3-3-SNAPSHOT__net-morimekta-utils-testing-util__missing,Versioning,missing,TRUE
bachtungvantung__gitlab-ce__Manual-Job__package-and-qa,Manual-Job,,TRUE
fgoudreault__buzzword_beamer_generator__Versioning__requirementstxt__matplotlib__missing,Versioning,missing,TRUE
linagora__petals-cockpit__Job-Allow-Failure__pages,Job-Allow-Failure,,TRUE
elitist_neckbeard__tagfs__Versioning__requirementstxt__fusepy__missing,Versioning,missing,TRUE
hackoon__tootstream__Versioning__requirementstxt__colored__any-upper-version,Versioning,any-upper-version,TRUE
mraxel__m-cubed-live__Job-Allow-Failure__container_scanning,Job-Allow-Failure,,TRUE
mads__Mads-jl__Job-Allow-Failure__test-0-5-0-dev,Job-Allow-Failure,,TRUE
Baasie__continuous-delivery-faas__Job-Allow-Failure__Automated-Acceptance-Test-TF,Job-Allow-Failure,,TRUE
Flockademic__Flockademic__Job-Allow-Failure__license_management,Job-Allow-Failure,,TRUE
devops-df__2017-brasilia-devopsdays-com-br__Job-Allow-Failure__test-contentbuild--FD,Job-Allow-Failure,,TRUE
simulant__simulant__Job-Allow-Failure__test-windows-x64-mingw,Job-Allow-Failure,,TRUE
perobertson__scripts__Job-Allow-Failure__fedora_31,Job-Allow-Failure,,TRUE
redsharpbyte__fets__Versioning__requirementstxt__joblib__missing,Versioning,missing,FALSE
KageKirin__git-lab-py__Versioning__requirementstxt__giturlparse__missing,Versioning,missing,TRUE
equake__aws-spot-fleet-helper__Versioning__requirementstxt__botocore__any-upper-version,Versioning,any-upper-version,TRUE
Flockademic__plaudit__Manual-Job__stop_terraform,Manual-Job,,TRUE
abiproject__abisuite__Versioning__requirementstxt__tqdm__missing,Versioning,missing,TRUE
fdroid__repomaker__Versioning__requirementstxt__qrcode__missing,Versioning,missing,TRUE
mikulaspoul__fibaro_power_reader__Versioning__requirementstxt__blinker__missing,Versioning,missing,TRUE
Sumaid__supermario__Versioning__requirementstxt____missing,Versioning,missing,TRUE
dslackw__USBdev__Versioning__requirementstxt____missing,Versioning,missing,TRUE
blenderone__public__materialx-blender__Versioning__requirementstxt__requests__missing,Versioning,missing,TRUE
lee-pai-long__boom__Versioning__requirementstxt__requests__any-upper-version,Versioning,any-upper-version,TRUE
mario-kart-analyzer__datacollector__Versioning__requirementstxt__sklearn__missing,Versioning,missing,TRUE
personal-server-community__pschecker__Versioning__requirementstxt____missing,Versioning,missing,FALSE
crondaemon__wireshark__Job-Retry__clang-7,Job-Retry,,TRUE
clearglass__clearglass-community__Job-Allow-Failure__undeploy-review,Job-Allow-Failure,,TRUE
kkopper__oraclejdk-gradle__Job-Allow-Failure__container_scanning,Job-Allow-Failure,,TRUE
pixstem__pixstem__Job-Allow-Failure__pydocstyle_checks,Job-Allow-Failure,,TRUE
haggl__dotmgr__Versioning__requirementstxt__gitpython__missing,Versioning,missing,TRUE
trakt__script-trakt__Versioning__gitlabyaml__python__missing,Versioning,missing,FALSE
fast_pixelated_detectors__merlin_interface__Job-Allow-Failure__style_checks,Job-Allow-Failure,,TRUE
attakei__yagura__Versioning__requirementstxt__django-registration__any-upper-version,Versioning,any-upper-version,TRUE
pika-lab__lpaas__lpaas-ws__Versioning__it-unibo-alice-lpaas-ws-0-2__javax-javaee-api__any-upper-version,Versioning,any-upper-version,TRUE
classtag__recsys__Job-Allow-Failure__sonar-analyze,Job-Allow-Failure,,TRUE
xivo-solutions__xivo-ctid__Versioning__requirementstxt__git-https---gitlab-com-xivo-solutions-xivo-agentd-client-git-xivo-16-08__missing,Versioning,missing,TRUE
fdroid__fdroid-website__Job-Allow-Failure__spellcheck,Job-Allow-Failure,,TRUE
FraME-projects__PyFraME__Versioning__requirementstxt__numba__missing,Versioning,missing,FALSE
gnukhata__gkcore__Versioning__requirementstxt__natsort__missing,Versioning,missing,TRUE
SavoyRoad__savoybot__Versioning__requirementstxt__discord-py__missing,Versioning,missing,TRUE
deejcunningham__skill-score__Versioning__requirementstxt__mlbgame__missing,Versioning,missing,TRUE
pavel-krupala__pyqt-node-editor-tutorials__Versioning__requirementstxt__PyQt5__any-upper-version,Versioning,any-upper-version,TRUE
shingonoide__php__Job-Allow-Failure__test-php7-mysql,Job-Allow-Failure,,TRUE
steamdriven80__essie-backend__Versioning__requirementstxt__flask-cors__missing,Versioning,missing,TRUE
mailman__postorius__Job-Allow-Failure__django-latest,Job-Allow-Failure,,TRUE
attakei__yagura__Versioning__requirementstxt__django-crontab__missing,Versioning,missing,TRUE
occam-archive__occam__Versioning__requirementstxt__python-sql__any-upper-version,Versioning,any-upper-version,TRUE
Kampi__TychusFindlay__Versioning__requirementstxt__git-https---github-com-Dentosal-python-sc2__missing,Versioning,missing,TRUE
fudaa__fudaa-prepro__Job-Allow-Failure__generate_sonar_report,Job-Allow-Failure,,TRUE
deckar01__ctf-api__Versioning__gitlabyaml__virtualenv__missing,Versioning,missing,FALSE
elad-noor__equilibrator-cache__Versioning__gitlabyaml__wheel__missing,Versioning,missing,FALSE
kargo-ci__kubernetes-incubator__kargo__Manual-Job__tox-inventory-builder,Manual-Job,,TRUE
OpenMW__openmw__Job-Allow-Failure__MacOS,Job-Allow-Failure,,TRUE
brenddongontijo__SMI-UnB__Versioning__requirementstxt__numpy__missing,Versioning,missing,TRUE
atomfrede__jhipster-ci-example-maven__Job-Allow-Failure__gatling-test,Job-Allow-Failure,,TRUE
mondwan__py-use_mock__Versioning__requirementstxt__-__missing,Versioning,missing,FALSE
tifredfr__debserver__Job-Allow-Failure__debian-testing,Job-Allow-Failure,,TRUE
deposer__deposer__Versioning__requirementstxt__Flask__missing,Versioning,missing,TRUE
aegir__aegir__Job-Allow-Failure__pages,Job-Allow-Failure,,TRUE
geoadmin-opensource__django-file-context__Versioning__requirementstxt__django-common-models__any-upper-version,Versioning,any-upper-version,TRUE
mbajur__prismo__Job-Allow-Failure__code_quality,Job-Allow-Failure,,TRUE
strategic-zone__server_ledsAPA102__Versioning__requirementstxt__numpy__missing,Versioning,missing,TRUE
jdesodt__seneca-entity-crud__Job-Allow-Failure__code_quality,Job-Allow-Failure,,TRUE
rldotai__cspy3__Versioning__requirementstxt__sphinx__missing,Versioning,missing,FALSE
cfreksen__llvm--emulator__Versioning__requirementstxt____missing,Versioning,missing,TRUE
gioxa__odagrun__odagrun__Job-Allow-Failure__reviewb-image,Job-Allow-Failure,,TRUE
chaica__feed2tweet__Versioning__requirementstxt__tweepy__any-upper-version,Versioning,any-upper-version,TRUE
Simpom__tare__Versioning__gitlabyaml__--PIP_PACKAGES-__missing,Versioning,missing,FALSE
kayiwa__dnflow__Versioning__requirementstxt__luigi__missing,Versioning,missing,FALSE
FraME-projects__PyFraME__Job-Allow-Failure__codecov,Job-Allow-Failure,,TRUE
engel__bowhead__Versioning__requirementstxt__scikit-image__missing,Versioning,missing,TRUE
SilentTeaCup__congo__Job-Allow-Failure__lint-dupl,Job-Allow-Failure,,TRUE
Panamo__ModularTwitterBot__Versioning__de-panamo-modulartwitterbot-1-0-SNAPSHOT__org-twitter4j-twitter4j-core__any-upper-version,Versioning,any-upper-version,TRUE
mygnu__spark_post__Job-Allow-Failure__rust-nightly,Job-Allow-Failure,,TRUE
gbenson__i8c__Versioning__requirementstxt__arpy__missing,Versioning,missing,TRUE
rmoe__c2log__Versioning__gitlabyaml__sphinx__missing,Versioning,missing,FALSE
neachdainn__nng-rs__Job-Allow-Failure__nightly,Job-Allow-Failure,,TRUE
bitseater__meteo__Job-Allow-Failure__package-snap,Job-Allow-Failure,,TRUE
flectra-hq__pylint-flectra__Versioning__requirementstxt__lxml__any-upper-version,Versioning,any-upper-version,TRUE
StevenBlack__hosts__Versioning__requirementstxt__lxml__any-upper-version,Versioning,any-upper-version,TRUE
jenx__bacon__Versioning__requirementstxt__PySide2__missing,Versioning,missing,TRUE
flatiron-dc__wedding_invitation__Job-Retry__s3-branch-deployment,Job-Retry,,TRUE
davfsa__casino-bot__Versioning__requirementstxt__aiofiles__missing,Versioning,missing,TRUE
gableroux__unity3d__Job-Retry__build-master-unity_2019_1_14f1,Job-Retry,,TRUE
thnee__zsm-lib__Versioning__requirementstxt____missing,Versioning,missing,FALSE
ubuntourist__paculator__Versioning__requirementstxt__ubuntu-requirements__missing,Versioning,missing,FALSE
aegir__aegir__Job-Allow-Failure__notify-irc-failure,Job-Allow-Failure,,TRUE
jryannel__qauto-admin__Versioning__requirementstxt__mkdocs__missing,Versioning,missing,FALSE
SirEdvin__sanic-oauth__Versioning__gitlabyaml__twine__missing,Versioning,missing,FALSE
doctorj__interview-questions__Versioning__requirementstxt__jsonschema__missing,Versioning,missing,TRUE
jensstein__oandbackup__Job-Allow-Failure__cargo-test-nightly,Job-Allow-Failure,,TRUE
radek-sprta__mariner__Job-Allow-Failure__test-python38,Job-Allow-Failure,,TRUE
spare-time-demos__intime2__Job-Allow-Failure__qa-test-e2e-testcafe,Job-Allow-Failure,,TRUE
jnanar__opus__Versioning__requirementstxt__PyQt5__any-upper-version,Versioning,any-upper-version,TRUE
petronetto__interactive-coding-challenges__Versioning__requirementstxt__prompt_toolkit__any-upper-version,Versioning,any-upper-version,TRUE
EclectickMediaSolutions__SignLightup__Versioning__requirementstxt__PySerial__missing,Versioning,missing,TRUE
BuildGrid__buildgrid__Versioning__requirementstxt____missing,Versioning,missing,TRUE
SITTV__sittv-gitlab-io__Job-Allow-Failure__dependency_scanning,Job-Allow-Failure,,TRUE
ultreiaio__jgit-flow__Versioning__io-ultreia-java4all-jgitflow-jgitflow-maven-plugin-__javax-inject-javax-inject__only-major-number,Versioning,only-major-number,TRUE
Radiophonix__Radiophonix__Job-Allow-Failure__deploy-review,Job-Allow-Failure,,TRUE
yefengchun__beg-hibernate-4ed__Versioning__com-redhat-osas-books-hibernate-util-__com-mchange-c3p0__any-upper-version,Versioning,any-upper-version,TRUE
mkdk__cidemon__Job-Retry__testing,Job-Retry,,TRUE
dspechnikov__django-slugger__Job-Allow-Failure__py36-djangomaster,Job-Allow-Failure,,TRUE
nuke-group__preferencesManager__Versioning__gitlabyaml__m2r__missing,Versioning,missing,TRUE
deepset-ai__open-source__word2vec-embeddings-de__Versioning__requirementstxt__numpy__missing,Versioning,missing,TRUE
Pagure__pagure__Versioning__requirementstxt__markdown__missing,Versioning,missing,TRUE
Aragami1408__drgnzsearch__Job-Allow-Failure__container_scanning,Job-Allow-Failure,,TRUE
Graphics3D__MyLittleSynth__Versioning__be-manudahmen-mylittlesynth-70__be-manudahmen-empty3__only-major-number,Versioning,only-major-number,TRUE
kamilgregorczyk__instalike__Versioning__requirementstxt__markdown__missing,Versioning,missing,TRUE
math4youbyusgroupillinois__lascaux__Versioning__requirementstxt__requests__missing,Versioning,missing,TRUE
jlecomte__gl-webhooks__Versioning__requirementstxt__xdg__missing,Versioning,missing,TRUE
xygeng__jaguar__Versioning__org-future-jaguar-features-0-1-0-SNAPSHOT__org-opendaylight-netconf-features-restconf__missing,Versioning,missing,TRUE
willhallonline__demo-project__Job-Allow-Failure__phpcs-cakephp,Job-Allow-Failure,,TRUE
european-data-portal__licensing-assistant__Versioning__de-fhg-fokus-edp-licensing-service-1-0__javax-inject-javax-inject__only-major-number,Versioning,only-major-number,TRUE
backstage-technical-services__laravel-site__Job-Allow-Failure__dependency_scanning,Job-Allow-Failure,,TRUE
blumug__celstash__Versioning__requirementstxt__python-logstash__missing,Versioning,missing,TRUE
ECOM-Mycamping__mycamping__Job-Allow-Failure__sonar-analyze,Job-Allow-Failure,,TRUE
guiriduro__pyra__Job-Allow-Failure__container_scanning,Job-Allow-Failure,,TRUE
unhangout__reunhangout__Versioning__requirementstxt__django-celery-results__missing,Versioning,missing,TRUE
artur-scholz__stretchy__Versioning__requirementstxt__flask__missing,Versioning,missing,TRUE
geoadmin-opensource__django-workflow-fsm__Versioning__requirementstxt__redis__missing,Versioning,missing,TRUE
xythrez__musct__Versioning__requirementstxt__PyYAML__any-upper-version,Versioning,any-upper-version,TRUE
yefengchun__beg-hibernate-4ed__Versioning__com-redhat-osas-books-hibernate-hibernate-parent-1-0-SNAPSHOT__org-hsqldb-hsqldb__missing,Versioning,missing,TRUE
metachris__python-boilerplate-templates__Versioning__requirementstxt__logzero__missing,Versioning,missing,TRUE
fdroid__fdroidclient__Job-Retry__connected-22-default-armeabi-v7a,Job-Retry,,TRUE
katyukha__odoo-rpc-client__Versioning__requirementstxt__simplejson__missing,Versioning,missing,TRUE
pushrocks__gulp-function__Job-Allow-Failure__codequality,Job-Allow-Failure,,TRUE
blndr__lyfe__Versioning__requirementstxt____missing,Versioning,missing,FALSE
HyphanBot__HyphanBot__Versioning__requirementstxt__python-telegram-bot__any-upper-version,Versioning,any-upper-version,TRUE
philbooth__pdfpages__Versioning__requirementstxt__PyPDF2__missing,Versioning,missing,TRUE
artemklevtsov__r-alpine__Job-Allow-Failure__shiny-server,Job-Allow-Failure,,TRUE
expliot_framework__expliot__Job-Allow-Failure__flake8,Job-Allow-Failure,,TRUE
luiztoni__geeky__Versioning__br-luiz-toni-geeky-1-0-0__io-thorntail-jsf__missing,Versioning,missing,TRUE
ahangarha__telegram-group-sanetizer-bot__Versioning__requirementstxt__python-dotenv__missing,Versioning,missing,TRUE
edelweiss-linux__backend__Versioning__requirementstxt__djangorestframework__any-upper-version,Versioning,any-upper-version,TRUE
tessia-project__tessia__Versioning__requirementstxt__git-https---gitlab-com-tessia-project-tessia-baselib-git-0-3-3-egg-tessia-baselib__missing,Versioning,missing,FALSE
nerdocs__medux__MedUX__Versioning__requirementstxt__django__missing,Versioning,missing,TRUE
freedesktop-sdk__freedesktop-sdk__Manual-Job__minimal_systemd_vm_powerpc64le,Manual-Job,,TRUE
randy408__libspng__Manual-Job__coverity,Manual-Job,,TRUE
PythonDevCommunity__pythondev-site__Versioning__requirementstxt__flask-security__missing,Versioning,missing,TRUE
ma1uta__mxtoot__Versioning__io-github-ma1uta-mxtoot-0-4-6__org-glassfish-jersey-test-framework-providers-jersey-test-framework-provider-grizzly2__missing,Versioning,missing,TRUE
cordite__cordite__Job-Allow-Failure__build-pages,Job-Allow-Failure,,TRUE
SirEdvin__docker-prometheus-exporter__Versioning__requirementstxt__prometheus_async__any-upper-version,Versioning,any-upper-version,TRUE
rubdos__cffipp__Versioning__requirementstxt__coala__any-upper-version,Versioning,any-upper-version,FALSE
abiproject__abisuite__Versioning__requirementstxt__tabulate__any-upper-version,Versioning,any-upper-version,TRUE
PhysikP-Seminar__CNC__Versioning__requirementstxt__flask__missing,Versioning,missing,TRUE
HelloZeroNet__ZeroNet__Versioning__requirementstxt__gevent__any-upper-version,Versioning,any-upper-version,TRUE
flib99__i3-workspace-names__Versioning__requirementstxt__pyxdg__missing,Versioning,missing,TRUE
bachtungvantung__gitlab-ce__Job-Retry__update-tests-metadata,Job-Retry,,TRUE
Xynnect__MLRSS__Versioning__requirementstxt____missing,Versioning,missing,TRUE
indybay__indybay-active__Manual-Job__build,Manual-Job,,TRUE
sj14__go-heroku__Job-Allow-Failure__lint,Job-Allow-Failure,,TRUE
mvgames__ataque_zombie__Manual-Job__bin_windows_en,Manual-Job,,TRUE
jmabey__docker-sqitch__Manual-Job__push,Manual-Job,,FALSE
andrebsguedes__das-caffe-images__Versioning__requirementstxt__scipy__any-upper-version,Versioning,any-upper-version,TRUE
ckhurewa__pyroot-zen__Versioning__gitlabyaml__twine__missing,Versioning,missing,FALSE
nllgg__dustpuppy__Job-Allow-Failure__markdown_lint,Job-Allow-Failure,,TRUE
rbax81__DAT__Versioning__requirementstxt__tdparser__any-upper-version,Versioning,any-upper-version,TRUE
brd-com__brd-js__Job-Allow-Failure__test,Job-Allow-Failure,,TRUE
flectra-community__devops__oca2fc__Versioning__requirementstxt__jinja2__missing,Versioning,missing,TRUE
CSUI-AdvProg-2017__lab-exercises__Job-Allow-Failure__grade_week_1_additional,Job-Allow-Failure,,TRUE
OctoNezd__autogram__Versioning__requirementstxt__bs4__missing,Versioning,missing,TRUE
JFT__BT_By_KT__Job-Allow-Failure__clang-coverage,Job-Allow-Failure,,TRUE
gwasser__django-helpdesk__Versioning__requirementstxt__django-markdown-deux__missing,Versioning,missing,TRUE
Retr0_System__LBRY__Versioning__requirementstxt__six__any-upper-version,Versioning,any-upper-version,TRUE
alantrick__django-agenda__Versioning__requirementstxt__Django__any-upper-version,Versioning,any-upper-version,TRUE
thefinn93__signald__Job-Allow-Failure__checkupdates-gradle,Job-Allow-Failure,,TRUE
gt8__open-source__elixir__eidetic-projector-elasticsearch__Job-Allow-Failure__lint,Job-Allow-Failure,,TRUE
startmat__document_analyzer__Versioning__requirementstxt____missing,Versioning,missing,FALSE
smc__mlmorph-libreoffice-spellchecker__Versioning__requirementstxt__mlmorph-spellchecker__missing,Versioning,missing,TRUE
osevg__python-flask-gunicorn__Versioning__requirementstxt__Flask__missing,Versioning,missing,TRUE
NullVoxPopuli__emberclear__Job-Allow-Failure__Application-Tests--a11y-,Job-Allow-Failure,,TRUE
